"Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","SalePrice"
1356,102,10192,7,6,1968,1992,570,1920,4,8,1,1968,2,487,0,170000
1357,NA,9477,5,5,1966,1966,864,892,3,5,0,1966,1,264,0,110000
1358,NA,12537,5,6,1971,2008,1078,1078,3,6,1,1971,2,500,0,149900
1359,NA,2117,6,5,2000,2000,756,1573,3,5,0,2000,2,440,0,177500
1360,129,16737,9,5,2004,2005,1980,1980,3,8,1,2004,3,770,194,315000
1361,51,9842,5,6,1921,1998,612,2601,4,8,0,1998,2,621,183,189000
1362,124,16158,7,5,2005,2005,1530,1530,3,7,1,2005,2,430,168,260000
1363,NA,12513,4,4,1920,2007,715,1738,4,7,1,1920,1,368,55,104900
1364,73,8499,6,5,2006,2007,616,1412,3,6,1,2007,2,432,0,156932
1365,30,3180,7,5,2005,2005,600,1200,2,4,0,2005,2,480,0,144152
1366,NA,7500,7,5,2000,2000,814,1674,3,7,0,2000,2,663,0,216000
1367,68,9179,7,5,1999,1999,873,1790,3,7,0,1999,2,588,0,193000
1368,41,2665,5,6,1977,1977,757,1475,4,6,1,1977,1,336,104,127000
1369,NA,4435,6,5,2003,2004,848,848,1,4,0,2003,2,420,140,144000
1370,48,10635,8,5,2003,2003,1657,1668,3,8,1,2003,2,502,0,232000
1371,90,5400,4,6,1920,1950,840,1374,2,6,0,1967,1,338,0,105000
1372,80,9600,6,6,1955,1996,992,1661,3,8,1,1955,1,377,0,165500
1373,75,9750,7,6,1998,1998,1108,2097,3,8,1,1998,2,583,253,274300
1374,NA,11400,10,5,2001,2002,2633,2633,2,8,2,2001,3,804,314,466500
1375,85,10625,7,5,2005,2005,1026,1958,3,9,1,2005,3,936,154,250000
1376,89,10991,8,5,2007,2007,1571,1571,3,7,1,2007,3,722,100,239000
1377,52,6292,6,5,1930,1950,768,790,2,4,0,1925,1,160,0,91000
1378,60,10998,5,5,1941,1960,984,1604,3,6,0,1977,2,660,0,117000
1379,21,1953,6,5,1973,1973,483,987,2,5,0,1973,1,264,72,83000
1380,73,9735,5,5,2006,2007,384,1394,3,7,0,2007,2,400,100,167500
1381,45,8212,3,3,1914,1950,864,864,2,5,0,1938,1,200,0,58500
1382,NA,12925,6,7,1970,1970,1205,2117,4,7,2,1970,2,550,0,237500
1383,60,7200,7,7,1920,1950,596,1762,4,8,0,1989,2,576,36,157000
1384,NA,25339,5,7,1918,2007,816,1416,3,7,0,2007,2,576,0,112000
1385,60,9060,6,5,1939,1950,560,1258,2,6,0,1939,1,280,0,105000
1386,40,5436,4,8,1922,2007,796,1154,3,7,0,1922,1,240,0,125500
1387,80,16692,7,5,1978,1978,1392,2784,5,12,2,1978,2,564,0,250000
1388,60,8520,6,7,1916,1950,714,2526,5,10,1,1916,1,216,88,136000
1389,42,14892,9,5,2006,2007,1746,1746,3,7,2,2006,3,758,201,377500
1390,60,6000,6,6,1941,1950,735,1218,3,6,1,2003,2,440,0,131000
1391,70,9100,7,5,2000,2000,1525,1525,3,6,0,2000,2,541,219,235000
1392,65,8944,5,5,1967,1967,1584,1584,4,8,0,1967,3,792,0,124000
1393,68,7838,5,5,1967,1967,864,900,3,6,1,1967,1,288,175,123000
1394,60,10800,6,7,1905,2000,482,1912,3,7,1,2003,2,672,0,163000
1395,53,4045,7,5,2006,2006,1356,1500,2,6,1,2006,3,648,161,246578
1396,88,12665,8,5,2005,2006,1094,2482,4,9,1,2005,3,642,144,281213
1397,NA,57200,5,5,1948,1950,747,1687,3,7,2,1966,2,572,0,160000
1398,51,6120,5,8,1920,2004,939,1513,4,8,0,1933,1,180,24,137500
1399,60,7200,5,4,1950,1982,1208,1904,3,7,0,1950,1,240,0,138000
1400,51,6171,6,6,1925,1990,976,1608,3,7,1,1925,1,216,147,137450
1401,50,6000,6,7,1929,1950,862,1158,3,5,1,1929,1,208,0,120000
1402,62,7415,6,5,2004,2004,839,1593,3,8,1,2004,2,398,100,193000
1403,64,6762,7,5,2006,2006,1286,1294,2,6,1,2006,2,662,168,193879
1404,49,15256,8,5,2007,2007,1485,1464,3,6,0,2007,3,754,168,282922
1405,60,10410,3,4,1915,1950,672,1214,3,6,0,1998,3,936,216,105000
1406,44,3842,8,5,2004,2005,1594,1646,2,5,1,2004,2,482,128,275000
1407,70,8445,5,7,1972,2007,768,768,2,5,0,1988,2,396,58,133000
1408,NA,8780,5,5,1985,1985,833,833,3,5,0,NA,0,0,0,112000
1409,60,7740,4,7,1910,1950,622,1363,3,6,0,1966,2,528,0,125500
1410,46,20544,7,6,1986,1991,791,2093,3,7,1,1986,2,542,364,215000
1411,79,12420,7,5,2001,2001,944,1840,3,6,0,2001,2,622,0,230000
1412,80,9600,6,8,1950,2005,856,1668,3,6,0,1950,1,271,0,140000
1413,60,7200,4,5,1949,1950,0,1040,2,6,0,1956,2,420,0,90000
1414,88,10994,8,5,2005,2006,1844,1844,2,7,1,2005,2,620,165,257000
1415,64,13053,6,7,1923,2000,833,1848,4,8,1,1922,2,370,0,207000
1416,51,3635,7,5,2007,2007,1386,1569,1,7,1,2007,3,660,143,175900
1417,60,11340,4,6,1885,1950,777,2290,4,11,0,1971,2,560,0,122500
1418,NA,16545,8,5,1998,1998,1284,2450,3,7,1,1998,3,1069,0,340000
1419,71,9204,5,5,1963,1963,1144,1144,3,6,0,1962,1,336,0,124000
1420,NA,16381,6,5,1969,1969,1844,1844,3,7,1,1969,2,540,0,223000
1421,90,11700,6,6,1968,1968,708,1416,3,7,1,1968,2,776,0,179900
1422,53,4043,6,5,1977,1977,1069,1069,2,4,1,1977,2,440,0,127500
1423,37,4435,6,5,2003,2003,848,848,1,3,0,2003,2,420,140,136500
1424,NA,19690,6,7,1966,1966,697,2201,4,8,1,1966,2,432,586,274970
1425,NA,9503,5,5,1958,1983,1024,1344,2,6,1,1970,1,484,316,144000
1426,80,10721,6,6,1959,1959,1252,1252,3,7,0,1960,2,528,0,142000
1427,81,10944,7,5,1994,1994,1223,2127,3,5,2,1994,2,525,171,271000
1428,60,10930,5,6,1945,1950,913,1558,3,6,1,1962,1,288,0,140000
1429,60,7200,5,7,1940,1992,788,804,2,4,2,1940,1,240,0,119000
1430,NA,12546,6,7,1981,1981,1440,1440,3,7,1,1981,2,467,0,182900
1431,60,21930,5,5,2005,2005,732,1838,4,7,1,2005,2,372,100,192140
1432,NA,4928,6,6,1976,1976,958,958,2,5,0,1976,2,440,0,143750
1433,60,10800,4,6,1927,2007,656,968,4,5,0,1928,1,216,0,64500
1434,93,10261,6,5,2000,2000,936,1792,3,8,1,2000,2,451,0,186500
1435,80,17400,5,5,1977,1977,1126,1126,3,5,1,1977,2,484,295,160000
1436,80,8400,6,9,1962,2005,1319,1537,3,7,1,1962,2,462,0,174000
1437,60,9000,4,6,1971,1971,864,864,3,5,0,1974,2,528,0,120500
1438,96,12444,8,5,2008,2008,1932,1932,2,7,1,2008,3,774,0,394617
1439,90,7407,6,7,1957,1996,912,1236,2,6,0,1957,2,923,0,149700
1440,80,11584,7,6,1979,1979,539,1725,3,6,1,1979,2,550,0,197000
1441,79,11526,6,7,1922,1994,588,2555,3,11,1,1993,2,672,431,191000
1442,NA,4426,6,5,2004,2004,848,848,1,3,1,2004,2,420,149,149300
1443,85,11003,10,5,2008,2008,1017,2007,3,10,1,2008,3,812,168,310000
1444,NA,8854,6,6,1916,1950,952,952,2,4,1,1916,1,192,0,121000
1445,63,8500,7,5,2004,2004,1422,1422,3,7,0,2004,2,626,192,179600
1446,70,8400,6,5,1966,1966,814,913,3,6,0,1990,1,240,0,129000
1447,NA,26142,5,7,1962,1962,1188,1188,3,6,0,1962,1,312,261,157900
1448,80,10000,8,5,1995,1996,1220,2090,3,8,1,1995,2,556,0,240000
1449,70,11767,4,7,1910,2000,560,1346,2,6,0,1950,1,384,168,112000
1450,21,1533,5,7,1970,1970,630,630,1,3,0,NA,0,0,0,92000
1451,60,9000,5,5,1974,1974,896,1792,4,8,0,NA,0,0,32,136000
1452,78,9262,8,5,2008,2009,1573,1578,3,7,1,2008,3,840,0,287090
1453,35,3675,5,5,2005,2005,547,1072,2,5,0,2005,2,525,0,145000
1454,90,17217,5,5,2006,2006,1140,1140,3,6,0,NA,0,0,36,84500
1455,62,7500,7,5,2004,2005,1221,1221,2,6,0,2004,2,400,0,185000
1456,62,7917,6,5,1999,2000,953,1647,3,7,1,1999,2,460,0,175000
1457,85,13175,6,6,1978,1988,1542,2073,3,7,2,1978,2,500,349,210000
1458,66,9042,7,9,1941,2006,1152,2340,4,9,2,1941,1,252,0,266500
1459,68,9717,5,6,1950,1996,1078,1078,2,5,0,1950,1,240,366,142125
1460,75,9937,5,6,1965,1965,1256,1256,3,6,0,1965,1,276,736,147500
